game_id,game_description,game_type,game_link,game_status,game_sport,game_startTime,game_live,game_awayTeamFirst,game_denySameGame,game_teaserAllowed,game_competitionId,game_notes,game_numMarkets,game_lastModified,bovada_home_team,bovada_away_team,team_1_ml_odds,team_2_ml_odds,team_1_hcap,team_1_hcap_odds,team_2_hcap,team_2_hcap_odds,Over_line,Over_odds,Under_line,Under_odds,draw_ml_odds,cst_game_startTime,cst_game_date,cst_game_time,away_team_clean,home_team_clean,DC_Game_ID,Over - G1_line,Over - G1_odds,Under - G1_line,Under - G1_odds
11999088,Atlanta Braves @ Tampa Bay Rays,GAMEEVENT,/baseball/mlb/atlanta-braves-tampa-bay-rays-202307081915,U,BASE,2023-07-08 23:15:00,0,1,NO,1,24736,,3,1688788225954,Tampa Bay Rays,Atlanta Braves,-155,+130,-1.5,+110,1.5,-130,8.5,-105,8.5,-115,,2023-07-07 12:15:00-05:00,2023-7-8,06:15 PM,Tampa Bay Rays,Atlanta Braves,07082023-Tampa Bay Rays-Atlanta Braves,,,,
12037615,DC United vs Inter Miami,GAMEEVENT,/soccer/north-america/united-states/mls/dc-united-inter-miami-202307081930,U,SOCC,2023-07-08 23:30:00,0,0,NO,1,6687357,,118,1688768394600,DC United,Inter Miami,-200,+500,-1.0,-122,1.0,+102,2.5,-112,2.5,-108,+360,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,DC Utd,Inter Miami,07082023-DC Utd-Inter Miami,,,,
12158716,Vladimir Svoboda vs Marek Placek,GAMEEVENT,/table-tennis/czech-republic/liga-pro/vladimir-svoboda-marek-placek-202307081930,U,TABL,2023-07-08 23:30:00,0,0,NO,1,9971644,,15,1688749525693,Vladimir Svoboda,Marek Placek,+300,-480,8.5,-120,-8.5,-120,71.5,-120,71.5,-120,,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,,Marek Placek,,,,,
12037617,Charlotte FC vs FC Cincinnati,GAMEEVENT,/soccer/north-america/united-states/mls/charlotte-fc-fc-cincinnati-202307081930,U,SOCC,2023-07-08 23:30:00,0,0,NO,1,6687357,,120,1688781971073,Charlotte FC,FC Cincinnati,+150,+180,0.0,-125,0.0,+105,2.5,-118,2.5,-102,+245,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,Charlotte FC,FC Cincinnati,07082023-Charlotte FC-FC Cincinnati,,,,
12037619,NY Red Bulls vs New England Revolution,GAMEEVENT,/soccer/north-america/united-states/mls/ny-red-bulls-new-england-revolution-202307081930,U,SOCC,2023-07-08 23:30:00,0,0,NO,1,6687357,,119,1688789423361,New York Red Bulls,New England Revolution,-130,+350,-0.5,100,0.5,-120,2.5,-105,2.5,-115,+280,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,New York Red Bulls,New England Revolution,07082023-New York Red Bulls-New England Revolution,,,,
12037614,Columbus Crew vs New York City FC,GAMEEVENT,/soccer/north-america/united-states/mls/columbus-crew-new-york-city-fc-202307081930,U,SOCC,2023-07-08 23:30:00,0,0,NO,1,6687357,,119,1688782074567,Columbus Crew,New York City FC,-130,+330,-0.5,-102,0.5,-118,2.5,+102,2.5,-122,+295,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,Columbus Crew,New York City FC,07082023-Columbus Crew-New York City FC,,,,
12037616,Toronto FC vs Saint Louis City SC,GAMEEVENT,/soccer/north-america/united-states/mls/toronto-fc-saint-louis-city-sc-202307081930,U,SOCC,2023-07-08 23:30:00,0,0,NO,1,6687357,,121,1688768394761,Toronto FC,Saint Louis City SC,+175,+145,0.0,+102,0.0,-122,2.5,-102,2.5,-118,+260,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,Toronto FC,Saint Louis City SC,07082023-Toronto FC-Saint Louis City SC,,,,
12037618,CF Montréal vs Atlanta United,GAMEEVENT,/soccer/north-america/united-states/mls/cf-montreal-atlanta-united-202307081930,U,SOCC,2023-07-08 23:30:00,0,0,NO,1,6687357,,120,1688776662262,CF Montréal,Atlanta United,+140,+185,0.0,+108,0.0,-128,2.5,-110,2.5,-110,+260,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,CF Montreal,Atlanta Utd,07082023-CF Montreal-Atlanta Utd,,,,
12158711,Josef Pelikan vs Jaroslav Strnad,GAMEEVENT,/table-tennis/czech-republic/liga-pro/josef-pelikan-jaroslav-strnad-202307081930,U,TABL,2023-07-08 23:30:00,0,0,NO,1,9971644,,15,1688749525587,Josef Pelikan,Jaroslav Strnad,-170,+120,-3.5,-115,3.5,-125,75.5,-120,75.5,-120,,2023-07-07 12:30:00-05:00,2023-7-8,06:30 PM,Josef Pelikan,Jaroslav Strnad,07082023-Josef Pelikan-Jaroslav Strnad,,,,
12158720,Miroslav Barta vs Lubor Sulava,GAMEEVENT,/table-tennis/czech-republic/liga-pro/miroslav-barta-lubor-sulava-202307082000,U,TABL,2023-07-09 00:00:00,0,0,NO,1,9971644,,15,1688749525800,Miroslav Barta,Lubor Sulava,-350,+230,-7.5,-115,7.5,-125,73.5,-120,73.5,-120,,2023-07-07 13:00:00-05:00,2023-7-8,07:00 PM,Miroslav Barta,Lubor Sulava,07082023-Miroslav Barta-Lubor Sulava,,,,
12158725,Tibor Kolenic vs Vaclav Hruska Snr,GAMEEVENT,/table-tennis/czech-republic/liga-pro/tibor-kolenic-vaclav-hruska-snr-202307082000,U,TABL,2023-07-09 00:00:00,0,0,NO,1,9971644,,15,1688752242533,Tibor Kolenic,Vaclav Hruska Snr,-170,+120,-3.5,-115,3.5,-125,75.5,-120,75.5,-120,,2023-07-07 13:00:00-05:00,2023-7-8,07:00 PM,Tibor Kolenic,Vaclav Hruska Snr,07082023-Tibor Kolenic-Vaclav Hruska Snr,,,,
12061020,Chicago Fire vs Nashville SC,GAMEEVENT,/soccer/north-america/united-states/mls/chicago-fire-nashville-sc-202307082030,U,SOCC,2023-07-09 00:30:00,0,0,NO,1,6687357,,119,1688775347096,Chicago Fire,Nashville SC,+145,+190,0.0,-130,0.0,+110,2.5,-105,2.5,-115,+245,2023-07-07 13:30:00-05:00,2023-7-8,07:30 PM,Chicago Fire,Nashville SC,07082023-Chicago Fire-Nashville SC,,,,
12158778,Jan Pleskot vs Jaroslav Strnad,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jan-pleskot-jaroslav-strnad-202307082030,U,TABL,2023-07-09 00:30:00,0,0,NO,1,9971644,,15,1688752317318,Jan Pleskot,Jaroslav Strnad,+260,-410,7.5,-120,-7.5,-120,72.5,-120,72.5,-120,,2023-07-07 13:30:00-05:00,2023-7-8,07:30 PM,Jan Pleskot,Jaroslav Strnad,07082023-Jan Pleskot-Jaroslav Strnad,,,,
12136213,Houston Dynamo vs Sporting Kansas City,GAMEEVENT,/soccer/north-america/united-states/mls/houston-dynamo-sporting-kansas-city-202307082030,U,SOCC,2023-07-09 00:30:00,0,0,NO,1,6687357,,119,1688770970016,Houston Dynamo,Sporting Kansas City,+115,+220,0.0,-115,0.0,-105,2.5,-102,2.5,-118,+265,2023-07-07 13:30:00-05:00,2023-7-8,07:30 PM,Houston Dynamo,Sporting Kansas City,07082023-Houston Dynamo-Sporting Kansas City,,,,
12158795,Ladislav Havel vs Marek Placek,GAMEEVENT,/table-tennis/czech-republic/liga-pro/ladislav-havel-marek-placek-202307082030,U,TABL,2023-07-09 00:30:00,0,0,NO,1,9971644,,15,1688752358202,Ladislav Havel,Marek Placek,-120,-120,0.5,-125,-0.5,-115,76.5,-120,76.5,-120,,2023-07-07 13:30:00-05:00,2023-7-8,07:30 PM,Ladislav Havel,Marek Placek,07082023-Ladislav Havel-Marek Placek,,,,
12135798,Minnesota United vs Austin FC,GAMEEVENT,/soccer/north-america/united-states/mls/minnesota-united-austin-fc-202307082030,U,SOCC,2023-07-09 00:30:00,0,0,NO,1,6687357,,117,1688780957293,Minnesota United,Austin FC,-115,+285,-0.5,-112,0.5,-108,2.5,-122,2.5,+102,+290,2023-07-07 13:30:00-05:00,2023-7-8,07:30 PM,Minnesota Utd,Austin FC,07082023-Minnesota Utd-Austin FC,,,,
12158805,Lubor Sulava vs Josef Pelikan,GAMEEVENT,/table-tennis/czech-republic/liga-pro/lubor-sulava-josef-pelikan-202307082100,U,TABL,2023-07-09 01:00:00,0,0,NO,1,9971644,,15,1688762788252,Lubor Sulava,Josef Pelikan,-120,-120,0.5,-125,-0.5,-115,77.5,-120,77.5,-120,,2023-07-07 14:00:00-05:00,2023-7-8,08:00 PM,Lubor Sulava,Josef Pelikan,07082023-Lubor Sulava-Josef Pelikan,,,,
12159027,Vaclav Hruska Snr vs Vladimir Svoboda,GAMEEVENT,/table-tennis/czech-republic/liga-pro/vaclav-hruska-snr-vladimir-svoboda-202307082100,U,TABL,2023-07-09 01:00:00,0,0,NO,1,9971644,,15,1688762788344,Vaclav Hruska Snr,Vladimir Svoboda,+145,-205,4.5,-120,-4.5,-120,75.5,-120,75.5,-120,,2023-07-07 14:00:00-05:00,2023-7-8,08:00 PM,Vaclav Hruska Snr,,,,,,
12159091,Marek Placek vs Tibor Kolenic,GAMEEVENT,/table-tennis/czech-republic/liga-pro/marek-placek-tibor-kolenic-202307082130,U,TABL,2023-07-09 01:30:00,0,0,NO,1,9971644,,15,1688762788526,Marek Placek,Tibor Kolenic,-190,+135,-3.5,-120,3.5,-120,75.5,-120,75.5,-120,,2023-07-07 14:30:00-05:00,2023-7-8,08:30 PM,Marek Placek,Tibor Kolenic,07082023-Marek Placek-Tibor Kolenic,,,,
12137814,Real Salt Lake vs Orlando City SC,GAMEEVENT,/soccer/north-america/united-states/mls/real-salt-lake-orlando-city-sc-202307082130,U,SOCC,2023-07-09 01:30:00,0,0,NO,1,6687357,,119,1688779843125,Real Salt Lake,Orlando City,-105,+255,-0.5,-102,0.5,-118,2.5,-115,2.5,-105,+290,2023-07-07 14:30:00-05:00,2023-7-8,08:30 PM,Real Salt Lake,Orlando City,07082023-Real Salt Lake-Orlando City,,,,
12061027,Colorado Rapids vs FC Dallas,GAMEEVENT,/soccer/north-america/united-states/mls/colorado-rapids-fc-dallas-202307082130,U,SOCC,2023-07-09 01:30:00,0,0,NO,1,6687357,,116,1688780675122,Colorado Rapids,FC Dallas,+110,+255,0.0,-122,0.0,+102,2.0,-108,2.0,-112,+240,2023-07-07 14:30:00-05:00,2023-7-8,08:30 PM,Colorado Rapids,FC Dallas,07082023-Colorado Rapids-FC Dallas,,,,
12159101,Jaroslav Strnad vs Miroslav Barta,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jaroslav-strnad-miroslav-barta-202307082130,U,TABL,2023-07-09 01:30:00,0,0,NO,1,9971644,,15,1688762788433,Jaroslav Strnad,Miroslav Barta,-230,+160,-5.5,-115,5.5,-125,75.5,-120,75.5,-120,,2023-07-07 14:30:00-05:00,2023-7-8,08:30 PM,Jaroslav Strnad,Miroslav Barta,07082023-Jaroslav Strnad-Miroslav Barta,,,,
12159096,Vaclav Hruska Snr vs Ladislav Havel,GAMEEVENT,/table-tennis/czech-republic/liga-pro/vaclav-hruska-snr-ladislav-havel-202307082200,U,TABL,2023-07-09 02:00:00,0,0,NO,1,9971644,,15,1688762788727,Vaclav Hruska Snr,Ladislav Havel,-120,-120,0.5,-125,-0.5,-115,76.5,-120,76.5,-120,,2023-07-07 15:00:00-05:00,2023-7-8,09:00 PM,Vaclav Hruska Snr,Ladislav Havel,07082023-Vaclav Hruska Snr-Ladislav Havel,,,,
12159092,Lubor Sulava vs Jan Pleskot,GAMEEVENT,/table-tennis/czech-republic/liga-pro/lubor-sulava-jan-pleskot-202307082200,U,TABL,2023-07-09 02:00:00,0,0,NO,1,9971644,,15,1688762788627,Lubor Sulava,Jan Pleskot,+125,-180,2.5,-115,-2.5,-125,79.5,-120,79.5,-120,,2023-07-07 15:00:00-05:00,2023-7-8,09:00 PM,Lubor Sulava,Jan Pleskot,07082023-Lubor Sulava-Jan Pleskot,,,,
11999093,New York Mets @ San Diego Padres,GAMEEVENT,/baseball/mlb/new-york-mets-san-diego-padres-202307082210,U,BASE,2023-07-09 02:10:00,0,1,NO,1,24736,,3,1688787370361,San Diego Padres,New York Mets,+144,-175,1.5,-135,-1.5,+115,8.0,-120,8.0,100,,2023-07-07 15:10:00-05:00,2023-7-8,09:10 PM,San Diego Padres,New York Mets,07082023-San Diego Padres-New York Mets,,,,
12159151,Miroslav Barta vs Josef Pelikan,GAMEEVENT,/table-tennis/czech-republic/liga-pro/miroslav-barta-josef-pelikan-202307082230,U,TABL,2023-07-09 02:30:00,0,0,NO,1,9971644,,15,1688762788822,Miroslav Barta,Josef Pelikan,-180,+125,-3.5,-120,3.5,-120,75.5,-120,75.5,-120,,2023-07-07 15:30:00-05:00,2023-7-8,09:30 PM,Miroslav Barta,Josef Pelikan,07082023-Miroslav Barta-Josef Pelikan,,,,
12159159,Tibor Kolenic vs Vladimir Svoboda,GAMEEVENT,/table-tennis/czech-republic/liga-pro/tibor-kolenic-vladimir-svoboda-202307082230,U,TABL,2023-07-09 02:30:00,0,0,NO,1,9971644,,15,1688762788913,Tibor Kolenic,Vladimir Svoboda,-120,-120,0.5,-125,-0.5,-115,76.5,-120,76.5,-120,,2023-07-07 15:30:00-05:00,2023-7-8,09:30 PM,Tibor Kolenic,,,,,,
12135797,Vancouver Whitecaps vs Seattle Sounders,GAMEEVENT,/soccer/north-america/united-states/mls/vancouver-whitecaps-seattle-sounders-202307082230,U,SOCC,2023-07-09 02:30:00,0,0,NO,1,6687357,,119,1688768422037,Vancouver Whitecaps,Seattle Sounders,+120,+225,0.0,-112,0.0,-108,2.5,-110,2.5,-110,+255,2023-07-07 15:30:00-05:00,2023-7-8,09:30 PM,Vancouver Whitecaps,Seattle Sounders,07082023-Vancouver Whitecaps-Seattle Sounders,,,,
12137828,Los Angeles FC vs San Jose Earthquakes,GAMEEVENT,/soccer/north-america/united-states/mls/los-angeles-fc-san-jose-earthquakes-202307082230,U,SOCC,2023-07-09 02:30:00,0,0,NO,1,6687357,,116,1688772653212,Los Angeles FC,San Jose Earthquakes,-230,+525,-1.0,-110,1.0,-110,3.0,-120,3.0,100,+400,2023-07-07 15:30:00-05:00,2023-7-8,09:30 PM,LAFC,San Jose Earthquakes,07082023-LAFC-San Jose Earthquakes,,,,
12061021,Los Angeles Galaxy vs Philadelphia Union,GAMEEVENT,/soccer/north-america/united-states/mls/los-angeles-galaxy-philadelphia-union-202307082230,U,SOCC,2023-07-09 02:30:00,0,0,NO,1,6687357,,120,1688784949406,LA Galaxy,Philadelphia Union,+155,+160,0.0,-112,0.0,-108,2.5,-115,2.5,-105,+265,2023-07-07 15:30:00-05:00,2023-7-8,09:30 PM,LA Galaxy,Philadelphia Union,07082023-LA Galaxy-Philadelphia Union,,,,
12137104,KT Rolster vs BRION,GAMEEVENT,/esports/league-of-legends/lck-summer/kt-rolster-brion-202307090200,U,ESPT,2023-07-09 06:00:00,0,0,NO,1,9373563,,49,1688789257037,KT Rolster,BRION,-2000,+1000,-1.5,-375,1.5,+260,2.5,+285,2.5,-425,,2023-07-07 19:00:00-05:00,2023-7-9,01:00 AM,KT Rolster,BRION,07092023-KT Rolster-BRION,,,,
12137109,Kwangdong Freecs vs Hanwha Life Esports,GAMEEVENT,/esports/league-of-legends/lck-summer/kwangdong-freecs-hanwha-life-esports-202307090430,U,ESPT,2023-07-09 08:30:00,0,0,NO,1,9373563,,51,1688789257193,Kwangdong Freecs,Hanwha Life Esports,+178,-250,1.5,-175,-1.5,+135,2.5,+110,2.5,-145,,2023-07-07 21:30:00-05:00,2023-7-9,03:30 AM,Kwangdong Freecs,Hanwha Life Esports,07092023-Kwangdong Freecs-Hanwha Life Esports,,,,
12143818,Montreal Alouettes @ British Columbia Lions,GAMEEVENT,/football/cfl/montreal-alouettes-british-columbia-lions-202307091900,U,FOOT,2023-07-09 23:00:00,0,1,NO,1,27619,,28,1688770848461,British Columbia Lions,Montreal Alouettes,+250,-300,7.5,-125,-7.5,+105,45.5,-110,45.5,-110,,2023-07-08 12:00:00-05:00,2023-7-9,06:00 PM,British Columbia Lions,Montreal Alouettes,07092023-British Columbia Lions-Montreal Alouettes,,,,
12166182,Jiri Martinko vs Jiri Vrablik,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/jiri-martinko-jiri-vrablik-202307100200,U,TABL,2023-07-10 06:00:00,0,0,NO,1,10327794,,15,1688915334129,Jiri Martinko,Jiri Vrablik,-315,+210,-6.5,-125,6.5,-115,72.5,-120,72.5,-120,,2023-07-09 00:00:00-05:00,2023-7-10,01:00 AM,,,,,,,
12166177,Taehyun Kim vs Romain Ruiz,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/taehyun-kim-romain-ruiz-202307100310,U,TABL,2023-07-10 07:10:00,0,0,NO,1,10327794,,4,1688915334184,Taehyun Kim,Romain Ruiz,-115,-125,,,,,,,,,,2023-07-09 01:10:00-05:00,2023-7-10,02:10 AM,,,,,,,
12166159,Boguslaw Koszyk vs David Reitspies,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/boguslaw-koszyk-david-reitspies-202307100345,U,TABL,2023-07-10 07:45:00,0,0,NO,1,10327794,,15,1688915334293,Boguslaw Koszyk,David Reitspies,+550,-1100,11.5,-140,-11.5,100,64.5,-120,64.5,-120,,2023-07-09 01:45:00-05:00,2023-7-10,02:45 AM,,,,,,,
12166146,Jiri Martinko vs Antonin Gavlas,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/jiri-martinko-antonin-gavlas-202307100415,U,TABL,2023-07-10 08:15:00,0,0,NO,1,10327794,,5,1688915334335,Jiri Martinko,Antonin Gavlas,-180,+125,,,,,,,,,,2023-07-09 02:15:00-05:00,2023-7-10,03:15 AM,,,,,,,
12166154,David Reitspies vs Jiri Vrablik,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/david-reitspies-jiri-vrablik-202307100515,U,TABL,2023-07-10 09:15:00,0,0,NO,1,10327794,,15,1688915349957,David Reitspies,Jiri Vrablik,-155,+110,-2.5,-120,2.5,-120,75.5,-120,75.5,-120,,2023-07-09 03:15:00-05:00,2023-7-10,04:15 AM,,,,,,,
12166186,Boguslaw Koszyk vs Romain Ruiz,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/boguslaw-koszyk-romain-ruiz-202307100545,U,TABL,2023-07-10 09:45:00,0,0,NO,1,10327794,,15,1688915350051,Boguslaw Koszyk,Romain Ruiz,+400,-700,9.5,100,-9.5,-140,68.5,-120,68.5,-120,,2023-07-09 03:45:00-05:00,2023-7-10,04:45 AM,,,,,,,
12166179,Jiri Martinko vs Taehyun Kim,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/jiri-martinko-taehyun-kim-202307100615,U,TABL,2023-07-10 10:15:00,0,0,NO,1,10327794,,4,1688915350084,Jiri Martinko,Taehyun Kim,-120,-120,,,,,,,,,,2023-07-09 04:15:00-05:00,2023-7-10,05:15 AM,,,,,,,
12166184,Antonin Gavlas vs Jiri Vrablik,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/antonin-gavlas-jiri-vrablik-202307100645,U,TABL,2023-07-10 10:45:00,0,0,NO,1,10327794,,15,1688915350179,Antonin Gavlas,Jiri Vrablik,-155,+110,-2.5,-120,2.5,-120,75.5,-120,75.5,-120,,2023-07-09 04:45:00-05:00,2023-7-10,05:45 AM,,,,,,,
12166152,David Reitspies vs Romain Ruiz,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/david-reitspies-romain-ruiz-202307100745,U,TABL,2023-07-10 11:45:00,0,0,NO,1,10327794,,15,1688915356869,David Reitspies,Romain Ruiz,-120,-120,0.5,-125,-0.5,-115,75.5,-120,75.5,-120,,2023-07-09 05:45:00-05:00,2023-7-10,06:45 AM,,,,,,,
12166147,Antonin Gavlas vs Taehyun Kim,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/antonin-gavlas-taehyun-kim-202307100815,U,TABL,2023-07-10 12:15:00,0,0,NO,1,10327794,,4,1688915356901,Antonin Gavlas,Taehyun Kim,-155,+110,,,,,,,,,,2023-07-09 06:15:00-05:00,2023-7-10,07:15 AM,,,,,,,
12166153,Jiri Martinko vs Boguslaw Koszyk,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/jiri-martinko-boguslaw-koszyk-202307100845,U,TABL,2023-07-10 12:45:00,0,0,NO,1,10327794,,15,1688915357001,Jiri Martinko,Boguslaw Koszyk,-800,+450,-10.5,-120,10.5,-120,67.5,-120,67.5,-120,,2023-07-09 06:45:00-05:00,2023-7-10,07:45 AM,,,,,,,
12166145,Romain Ruiz vs Jiri Vrablik,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/romain-ruiz-jiri-vrablik-202307100915,U,TABL,2023-07-10 13:15:00,0,0,NO,1,10327794,,15,1688915357095,Romain Ruiz,Jiri Vrablik,-170,+120,-3.5,-115,3.5,-125,75.5,-120,75.5,-120,,2023-07-09 07:15:00-05:00,2023-7-10,08:15 AM,,,,,,,
12175751,Boguslaw Koszyk vs Taehyun Kim,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/boguslaw-koszyk-taehyun-kim-202307120200,U,TABL,2023-07-12 06:00:00,0,0,NO,1,10327794,,4,1689103434425,Boguslaw Koszyk,Taehyun Kim,+175,-255,,,,,,,,,,2023-07-11 05:00:00-05:00,2023-7-12,01:00 AM,,,,,,,
12175763,Frantisek Onderka vs Romain Ruiz,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/frantisek-onderka-romain-ruiz-202307120235,U,TABL,2023-07-12 06:35:00,0,0,NO,1,10327794,,15,1689103573207,Frantisek Onderka,Romain Ruiz,+195,-290,6.5,-120,-6.5,-120,73.5,-120,73.5,-120,,2023-07-11 05:35:00-05:00,2023-7-12,01:35 AM,Frantisek Onderka,,,,,,
12175762,Pavel Sirucek vs Michal Benes,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/pavel-sirucek-michal-benes-202307120310,U,TABL,2023-07-12 07:10:00,0,0,NO,1,10327794,,15,1689103434730,Pavel Sirucek,Michal Benes,-350,+230,-7.5,-115,7.5,-125,72.5,-120,72.5,-120,,2023-07-11 06:10:00-05:00,2023-7-12,02:10 AM,,,,,,,
12166017,Liiv  Sandbox  vs Dplus KIA,GAMEEVENT,/esports/league-of-legends/lck-summer/liiv-sandbox-dplus-kia-202307120400,U,ESPT,2023-07-12 08:00:00,0,0,NO,1,9373563,,72,1689135914029,Liiv  Sandbox ,Dplus KIA,+600,-1200,1.5,+155,-1.5,-205,2.5,+190,2.5,-260,,2023-07-11 07:00:00-05:00,2023-7-12,03:00 AM,Liiv  Sandbox ,Dplus KIA,07122023-Liiv  Sandbox -Dplus KIA,,,,
12175761,Boguslaw Koszyk vs Frantisek Onderka,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/boguslaw-koszyk-frantisek-onderka-202307120415,U,TABL,2023-07-12 08:15:00,0,0,NO,1,10327794,,15,1689103434940,Boguslaw Koszyk,Frantisek Onderka,-120,-120,0.5,-125,-0.5,-115,75.5,-120,75.5,-120,,2023-07-11 07:15:00-05:00,2023-7-12,03:15 AM,,Frantisek Onderka,,,,,
12175760,Pavel Sirucek vs Romain Ruiz,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/pavel-sirucek-romain-ruiz-202307120445,U,TABL,2023-07-12 08:45:00,0,0,NO,1,10327794,,15,1689103435133,Pavel Sirucek,Romain Ruiz,-255,+175,-5.5,-120,5.5,-120,73.5,-120,73.5,-120,,2023-07-11 07:45:00-05:00,2023-7-12,03:45 AM,,,,,,,
12175758,David Reitspies vs Michal Benes,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/david-reitspies-michal-benes-202307120545,U,TABL,2023-07-12 09:45:00,0,0,NO,1,10327794,,15,1689103435239,David Reitspies,Michal Benes,-700,+400,-9.5,-140,9.5,100,68.5,-120,68.5,-120,,2023-07-11 08:45:00-05:00,2023-7-12,04:45 AM,,,,,,,
12175756,Boguslaw Koszyk vs Pavel Sirucek,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/boguslaw-koszyk-pavel-sirucek-202307120615,U,TABL,2023-07-12 10:15:00,0,0,NO,1,10327794,,15,1689108428349,Boguslaw Koszyk,Pavel Sirucek,+300,-480,8.5,-120,-8.5,-120,70.5,-120,70.5,-120,,2023-07-11 09:15:00-05:00,2023-7-12,05:15 AM,,,,,,,
12166034,NS RedForce vs Gen.G,GAMEEVENT,/esports/league-of-legends/lck-summer/ns-redforce-gen-g-202307120630,U,ESPT,2023-07-12 10:30:00,0,0,NO,1,9373563,,71,1689135407851,NS RedForce,Gen.G,+900,-2500,1.5,+260,-1.5,-375,2.5,+285,2.5,-425,,2023-07-11 09:30:00-05:00,2023-7-12,05:30 AM,NS RedForce,Gen.G,07122023-NS RedForce-Gen.G,,,,
12175757,Frantisek Onderka vs Taehyun Kim,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/frantisek-onderka-taehyun-kim-202307120645,U,TABL,2023-07-12 10:45:00,0,0,NO,1,10327794,,4,1689103435370,Frantisek Onderka,Taehyun Kim,+175,-255,,,,,,,,,,2023-07-11 09:45:00-05:00,2023-7-12,05:45 AM,Frantisek Onderka,,,,,,
12175769,David Reitspies vs Romain Ruiz,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/david-reitspies-romain-ruiz-202307120715,U,TABL,2023-07-12 11:15:00,0,0,NO,1,10327794,,15,1689103435471,David Reitspies,Romain Ruiz,-290,+195,-6.5,-120,6.5,-120,73.5,-120,73.5,-120,,2023-07-11 10:15:00-05:00,2023-7-12,06:15 AM,,,,,,,
12175781,Frantisek Onderka vs Pavel Sirucek,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/frantisek-onderka-pavel-sirucek-202307120815,U,TABL,2023-07-12 12:15:00,0,0,NO,1,10327794,,15,1689103435572,Frantisek Onderka,Pavel Sirucek,+260,-410,8.5,-125,-8.5,-115,71.5,-120,71.5,-120,,2023-07-11 11:15:00-05:00,2023-7-12,07:15 AM,Frantisek Onderka,,,,,,
12175771,Boguslaw Koszyk vs David Reitspies,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/boguslaw-koszyk-david-reitspies-202307120845,U,TABL,2023-07-12 12:45:00,0,0,NO,1,10327794,,15,1689103435669,Boguslaw Koszyk,David Reitspies,+550,-1100,11.5,-140,-11.5,100,64.5,-120,64.5,-120,,2023-07-11 11:45:00-05:00,2023-7-12,07:45 AM,,,,,,,
12175768,Michal Benes vs Taehyun Kim,GAMEEVENT,/table-tennis/czech-republic/tt-star-series/michal-benes-taehyun-kim-202307120915,U,TABL,2023-07-12 13:15:00,0,0,NO,1,10327794,,4,1689105908006,Michal Benes,Taehyun Kim,+120,-170,,,,,,,,,,2023-07-11 12:15:00-05:00,2023-7-12,08:15 AM,,,,,,,
12072746,Connecticut Sun @ Chicago Sky,GAMEEVENT,/basketball/wnba/connecticut-sun-chicago-sky-202307121200,U,BASK,2023-07-12 16:00:00,0,1,NO,1,8744998,,8,1689135104322,Chicago Sky,Connecticut Sun,-165,+140,-3.5,-110,3.5,-110,159.5,-110,159.5,-110,,2023-07-11 15:00:00-05:00,2023-7-12,11:00 AM,Chicago Sky,Connecticut Sun,07122023-Chicago Sky-Connecticut Sun,,,,
12147964,New York Liberty @ Indiana Fever,GAMEEVENT,/basketball/wnba/new-york-liberty-indiana-fever-202307121200,U,BASK,2023-07-12 16:00:00,0,1,NO,1,8744998,,89,1689135814936,Indiana Fever,New York Liberty,-510,+385,-9.5,-105,9.5,-115,167.5,-110,167.5,-110,,2023-07-11 15:00:00-05:00,2023-7-12,11:00 AM,Indiana Fever,New York Liberty,07122023-Indiana Fever-New York Liberty,,,,
