gameID,sport,game_time,team1,team1_pred,team2,team2_pred,lastMod_ESPNpred,away_team_clean,home_team_clean,DC_Game_ID
401520180,college-football,2023-09-02 10:30:00,Buffalo Bulls,5.5%,Wisconsin Badgers,94.5%,07/09/2023 10:27:50 PM,Buffalo,Wisconsin ,09022023-Buffalo-Wisconsin 
401525821,college-football,2023-09-02 14:00:00,Southeast Missouri State Redhawks,1.5%,Kansas State Wildcats,98.5%,07/09/2023 10:27:50 PM,Southeast Missouri State Redhawks,Kansas State,09022023-Southeast Missouri State Redhawks-Kansas State
401532393,college-football,2023-08-31 14:00:00,St. Francis (PA) Red Flash,8.2%,Western Michigan Broncos,91.8%,07/09/2023 10:27:50 PM,St. Francis (PA) Red Flash,Western Michigan Broncos,08312023-St. Francis (PA) Red Flash-Western Michigan Broncos
401520160,college-football,2023-09-02 07:00:00,Bowling Green Falcons,25.1%,Liberty Flames,74.9%,07/09/2023 10:27:51 PM,Bowling Green,Liberty,09022023-Bowling Green-Liberty
401531840,college-football,2023-09-02 14:00:00,Alcorn State Braves,6.1%,Southern Miss Golden Eagles,93.9%,07/09/2023 10:27:51 PM,Alcorn State Braves,Southern Miss Golden Eagles,09022023-Alcorn State Braves-Southern Miss Golden Eagles
401532573,college-football,2023-09-03 10:30:00,Oregon State Beavers,89.2%,San José State Spartans,10.8%,07/09/2023 10:27:52 PM,Oregon State,San Jose State,09032023-Oregon State-San Jose State
401520146,college-football,2023-08-26 16:00:00,Florida International Panthers,20.1%,Louisiana Tech Bulldogs,79.9%,07/09/2023 10:27:52 PM,Florida International,Louisiana Tech,08262023-Florida International-Louisiana Tech
401525822,college-football,2023-09-02 07:00:00,Arkansas State Red Wolves,3.3%,Oklahoma Sooners,96.7%,07/09/2023 10:27:52 PM,Arkansas State,Oklahoma ,09022023-Arkansas State-Oklahoma 
401520156,college-football,2023-09-02 10:30:00,Ohio State Buckeyes,98.0%,Indiana Hoosiers,2.0%,07/09/2023 10:27:53 PM,Ohio State,Indiana,09022023-Ohio State-Indiana
401531835,college-football,2023-09-02 10:30:00,Gardner-Webb Runnin' Bulldogs,1.2%,Appalachian State Mountaineers,98.8%,07/09/2023 10:27:53 PM,Gardner-Webb Runnin' Bulldogs,Appalachian State Mountaineers,09022023-Gardner-Webb Runnin' Bulldogs-Appalachian State Mountaineers
401520149,college-football,2023-09-02 14:30:00,Middle Tennessee Blue Raiders,1.0%,Alabama Crimson Tide,99.0%,07/09/2023 10:27:54 PM,Middle Tennessee State,Alabama,09022023-Middle Tennessee State-Alabama
401525450,college-football,2023-08-26 14:00:00,UMass Minutemen,33.7%,New Mexico State Aggies,66.3%,07/09/2023 10:27:54 PM,Massachusetts,New Mexico State,08262023-Massachusetts-New Mexico State
401520153,college-football,2023-09-02 13:30:00,Maine Black Bears,28.4%,Florida International Panthers,71.6%,07/09/2023 10:27:54 PM,Maine Black Bears,Florida International,09022023-Maine Black Bears-Florida International
401525465,college-football,2023-09-02 10:30:00,Wofford Terriers,3.6%,Pittsburgh Panthers,96.4%,07/09/2023 10:27:55 PM,Wofford Terriers,Pittsburgh Panthers,09022023-Wofford Terriers-Pittsburgh Panthers
401520176,college-football,2023-08-31 15:00:00,Florida Gators,29.7%,Utah Utes,70.3%,07/09/2023 10:27:55 PM,Florida ,Utah,08312023-Florida -Utah
401531834,college-football,2023-08-31 14:00:00,Rhode Island Rams,5.1%,Georgia State Panthers,94.9%,07/09/2023 10:27:56 PM,Rhode Island Rams,Georgia State Panthers,08312023-Rhode Island Rams-Georgia State Panthers
401520179,college-football,2023-09-02 07:00:00,Virginia Cavaliers,9.6%,Tennessee Volunteers,90.4%,07/09/2023 10:27:56 PM,Virginia,Tennessee,09022023-Virginia-Tennessee
401520150,college-football,2023-09-02 11:00:00,Western Carolina Catamounts,1.0%,Arkansas Razorbacks,99.0%,07/09/2023 10:27:56 PM,Western Carolina Catamounts,Arkansas,09022023-Western Carolina Catamounts-Arkansas
401520171,college-football,2023-09-03 07:00:00,Northwestern Wildcats,47.3%,Rutgers Scarlet Knights,52.7%,07/09/2023 10:27:57 PM,Northwestern,Rutgers,09032023-Northwestern-Rutgers
401520155,college-football,2023-09-02 14:30:00,Toledo Rockets,18.8%,Illinois Fighting Illini,81.2%,07/09/2023 10:27:57 PM,Toledo,Illinois,09022023-Toledo-Illinois
